sep=|
02:30 horas (UTC-6)
lunes 7 de diciembre de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
445|0|100.0000|441|4|37.6669

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PVEM|PT|NUEVA_ALIANZA|MORENA|PARTIDO_HUMANISTA|ENCUENTRO_SOCIAL|PAN_PANAL|PRI_PVEM|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
1|AGUASCALIENTES|1|JESUS MARIA|473|1|B|0|2|2|468|243|248|68|80|3|30|31|7|4|5|4|5|0|11|248|696| |1| |b29dc971e5195ce872447ff17e8e033b7b271105adddaaf3ea2ae461d671a0ef|2015-12-06 22:45:00.000|2015-12-06 23:20:55.432|2015-12-06 23:20:58.875|
1|AGUASCALIENTES|1|JESUS MARIA|473|1|C|0|2|2|473|243|243|65|115|5|20|21|3|1|2|0|2|0|9|243|696| |1| |fd169cf57cdf835d438dca485a2a6eaa3d4ab7debc510d5af78c50cde21f1b1c|2015-12-06 23:07:00.000|2015-12-06 23:49:12.017|2015-12-06 23:49:14.960|
1|AGUASCALIENTES|1|JESUS MARIA|473|2|C|0|2|2|422|294|294|75|147|1|23|17|4|2|7|3|5|0|10|294|696| |1| |3b8bf025c4132b1ec58e4cd59200ab790bd163633ee963be872c944f1b83ef59|2015-12-06 22:54:00.000|2015-12-06 23:29:24.566|2015-12-06 23:29:25.845|
1|AGUASCALIENTES|1|JESUS MARIA|473|3|C|0|2|2|462|248|253|64|96|8|24|28|11|1|2|5|3|0|11|253|695| |1| |d242c59a5bd502024694193d65697b0bbade6f613bdab908ff937c3eaa225ea8|2015-12-06 22:52:00.000|2015-12-06 23:28:35.656|2015-12-06 23:28:36.891|
1|AGUASCALIENTES|1|JESUS MARIA|473|4|C|0|2|2|453|261|262|70|115|2|23|30|2|1|3|5|3|0|8|262|695| |1| |5c9dc2846ae25122fd8c99bdf48542cfaa4f2ddbc967ea31f6a8fcc485aa398b|2015-12-06 22:50:00.000|2015-12-06 23:27:30.191|2015-12-06 23:27:33.051|
1|AGUASCALIENTES|1|JESUS MARIA|473|5|C|0|2|2|469|243|246|59|101|5|23|22|8|4|6|5|1|0|12|246|695| |1| |4d22bc40e8b99ebc1b0706a1f081d2f11fc5545ae166acd81c05fbe9336176b2|2015-12-06 22:49:00.000|2015-12-06 23:27:58.209|2015-12-06 23:27:59.361|
1|AGUASCALIENTES|1|JESUS MARIA|473|6|C|0|2|2|463|249|252|64|97|4|24|32|7|0|5|6|5|0|8|252|695| |1| |bd438a1c17912f30ba6eda402811ba5f9d932d0c2b4a8cf6bf1eb22e6db4c27a|2015-12-06 22:54:00.000|2015-12-06 23:29:56.752|2015-12-06 23:29:58.730|
1|AGUASCALIENTES|1|JESUS MARIA|473|7|C|0|2|2|451|261|264|65|118|3|27|18|8|2|4|4|5|2|8|264|695| |1| |0941ce5c952e2302b1c4d4e866c250763662b833f4e16cac396897c5e05d6458|2015-12-06 22:45:00.000|2015-12-06 23:22:51.544|2015-12-06 23:22:54.824|
1|AGUASCALIENTES|1|JESUS MARIA|473|8|C|0|2|2|446|264|269|62|117|5|22|29|5|1|3|5|5|1|14|269|695| |1| |67f99c40f3532a17bf646b57fe9c2087b23495a948aa9351881c6e73f7d6a721|2015-12-06 22:51:00.000|2015-12-06 23:26:41.039|2015-12-06 23:26:42.410|
1|AGUASCALIENTES|1|JESUS MARIA|473|9|C|0|2|2|484|231|231|66|104|7|17|24|6|1|3|1|0|0|2|231|695| |1| |92a054e9f3e262e2b94b366aa2b35087ec23af4657d9e64ba8399edb8ccde084|2015-12-06 22:47:00.000|2015-12-06 23:22:11.410|2015-12-06 23:22:14.183|
1|AGUASCALIENTES|1|JESUS MARIA|474|1|B|0|2|2|335|306|309|64|137|11|40|37|0|3|7|3|3|Sin dato|4|309|624| |1| |b2eacc7607801732e18a723e2b748e3809ac1f640684688eb4f8b08443315743|2015-12-06 22:56:00.000|2015-12-06 23:32:15.863|2015-12-06 23:32:17.435|
1|AGUASCALIENTES|1|JESUS MARIA|474|1|C|0|2|2|339|304|304|53|128|2|79|25|1|2|4|2|1|0|7|304|623| |1| |f74bcac19691bedcd1a114d36ec99e09d6f3c82412bb0775749d159a9df4cab5|2015-12-06 22:55:00.000|2015-12-06 23:32:35.140|2015-12-06 23:32:38.396|
1|AGUASCALIENTES|1|JESUS MARIA|475|1|B|0|2|2|380|323|328|83|154|12|39|13|1|1|9|2|5|0|9|328|688| |1| |8776269bf3f9b674f28719b3be7d7331a89f3ff31cc19867d1f7097b11bd3bb6|2015-12-06 22:55:00.000|2015-12-06 23:32:19.977|2015-12-06 23:32:23.148|
1|AGUASCALIENTES|1|JESUS MARIA|475|1|C|0|2|2|403|303|305|84|136|5|41|14|2|1|10|2|3|1|6|305|688| |1| |9deb8cdb7081094a9ff708bdbc033c38d0beac1345dda1bffcd74e18ca34a6dd|2015-12-06 22:57:00.000|2015-12-06 23:33:04.912|2015-12-06 23:33:07.848|
1|AGUASCALIENTES|1|JESUS MARIA|476|1|B|0|2|2|477|241|242|29|125|5|54|9|0|1|4|2|3|0|10|242|699| |1| |3c8158a76c378f0feb03944708e9da50176548a5864565598e7f42251ffa5a2d|2015-12-07 01:05:00.000|2015-12-07 01:10:10.366|2015-12-07 01:10:13.036|
1|AGUASCALIENTES|1|JESUS MARIA|476|1|C|0|2|2|532|185|187|24|79|8|54|10|2|0|4|1|1|0|4|187|699| |1| |4e8b7fca534e6acb1cdd386530a11f3c98d05e246e199d27412064e6b18b57fb|2015-12-06 22:55:00.000|2015-12-06 23:33:33.717|2015-12-06 23:33:36.106|
1|AGUASCALIENTES|1|JESUS MARIA|476|2|C|0|2|2|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|0|699| |1| |90f24e22ee81b3f1f9fd4bcda1648d89eb9e304f05cb25acbc89dd2a133fc7d5|2015-12-06 23:01:00.000|2015-12-06 23:43:07.190|2015-12-06 23:43:09.957|
1|AGUASCALIENTES|1|JESUS MARIA|476|3|C|0|2|2|529|190|190|30|92|6|41|8|1|1|2|0|0|0|9|190|699| |1| |213e90b7785da6b90484e074baa8a9e22efda1aa25a577004feb4cdaa79bd0ab|2015-12-06 22:55:00.000|2015-12-07 00:29:04.562|2015-12-07 00:29:07.813|
1|AGUASCALIENTES|1|JESUS MARIA|476|4|C|0|2|2|486|232|232|33|118|3|47|12|0|0|9|2|3|2|3|232|698| |1| |fca275aae382947604fea6477a64e312ce5ce60514a239c4e6dbc739c0dd74c0|2015-12-06 22:55:00.000|2015-12-06 23:38:14.283|2015-12-06 23:38:17.371|
1|AGUASCALIENTES|1|JESUS MARIA|477|1|B|0|2|2|470|199|199|32|89|42|16|6|3|1|2|1|2|0|5|199|649| |1| |2d819e652279181d3622212cf30464a5c9176ce77ab6f879d3e22be86a4604eb|2015-12-06 23:01:00.000|2015-12-06 23:37:49.800|2015-12-06 23:37:53.028|
1|AGUASCALIENTES|1|JESUS MARIA|477|1|C|0|2|2|498|166|169|30|85|16|14|8|2|3|2|2|4|0|3|169|649| |1| |5e990e62f9979ec797205ffc067174f9629b966f33dac82f4f8b0a789a77b0c9|2015-12-06 22:59:00.000|2015-12-06 23:35:09.232|2015-12-06 23:35:11.769|
1|AGUASCALIENTES|1|JESUS MARIA|477|2|C|0|2|2|438|225|232|28|89|48|34|12|5|1|2|0|3|0|10|232|649| |1| |ceb6663c349e9530eb6a1f4f307fe784bf1c167b789d0f8994c59f24b1857fe5|2015-12-06 23:02:00.000|2015-12-06 23:39:14.131|2015-12-06 23:39:17.238|
1|AGUASCALIENTES|1|JESUS MARIA|477|3|C|0|2|2|457|207|211|22|130|23|17|5|2|1|2|2|1|Sin dato|6|211|648| |1| |6a6c20b5953ffeecb60b8e3514a102921a441f74834edb3cec27c6c6371384a2|2015-12-06 22:55:00.000|2015-12-06 23:32:58.320|2015-12-06 23:33:01.288|
1|AGUASCALIENTES|1|JESUS MARIA|477|4|C|0|2|2|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|0|648| |1| |f76fa7ca9247c67d22037cd76e49a5d98c8645ee978850fbaa59ec8c31cbcb87|2015-12-06 22:57:00.000|2015-12-06 23:36:47.234|2015-12-06 23:36:50.132|
1|AGUASCALIENTES|1|JESUS MARIA|478|1|B|0|2|2|529|169|171|31|80|8|33|4|2|2|3|1|2|0|4|170|679| |1| |3d8ed42e37deea399289c9ebda6ed81d1382d22f35b81c321355d6daadf8dd7a|2015-12-06 22:56:00.000|2015-12-06 23:35:06.564|2015-12-06 23:35:09.492|
1|AGUASCALIENTES|1|JESUS MARIA|478|1|C|0|2|2|551|144|147|26|67|4|24|9|6|4|1|2|0|Sin dato|4|147|678| |1| |bd7a15cb91be2dcda9d3ebb34eae79fcf86756d67f24c079d4fec89aa4b35321|2015-12-06 23:02:00.000|2015-12-06 23:41:05.760|2015-12-06 23:41:08.846|
1|AGUASCALIENTES|1|JESUS MARIA|478|2|C|0|2|2|558|138|140|33|59|8|20|11|2|0|3|0|2|0|2|140|678| |1| |47db7871e8b77e4e379c2715adc57f55967bceaaff00f27800d3a55b9bfaa3ef|2015-12-06 22:56:00.000|2015-12-06 23:30:30.779|2015-12-06 23:30:33.694|
1|AGUASCALIENTES|1|JESUS MARIA|478|3|C|0|2|2|556|141|142|34|55|11|27|5|1|2|2|2|1|0|2|142|678| |1| |80965ca2d7aa5c2312975c620a2560b4451fa0e4ac35fe96113805ccbed9c667|2015-12-06 22:59:00.000|2015-12-06 23:35:21.362|2015-12-06 23:35:24.286|
1|AGUASCALIENTES|1|JESUS MARIA|478|4|C|0|2|2|556|134|142|32|57|4|34|7|3|1|1|0|1|0|2|142|678| |1| |07bfce13cea12c1e82a29c69aa1d02a674ec4555fc42a5f4c409ab1b394e9639|2015-12-06 22:56:00.000|2015-12-06 23:31:55.891|2015-12-06 23:31:57.836|
1|AGUASCALIENTES|1|JESUS MARIA|478|5|C|0|2|2|525|166|173|39|67|8|23|12|8|2|5|1|2|1|5|173|678| |1| |6b2b2c9dde1c5541f0bd565cbec46576750f3eff3b84d9ba433200c453ec646d|2015-12-06 22:57:00.000|2015-12-06 23:34:32.684|2015-12-06 23:34:34.058|
1|AGUASCALIENTES|1|JESUS MARIA|478|6|C|0|2|2|534|163|164|26|69|22|16|17|4|0|0|0|2|1|7|164|678| |1| |e4902dd8c0bf39f714de426ff863e358e567d1ae1f7ef06c14989ee4d52480c7|2015-12-06 22:55:00.000|2015-12-06 23:29:31.161|2015-12-06 23:29:34.109|
1|AGUASCALIENTES|1|JESUS MARIA|478|7|C|0|2|2|529|164|168|36|70|8|20|15|4|1|1|1|4|1|7|168|678| |1| |e539d83f78525c015c856fbfbae5a539de4efad796022c86c271ac3236f74af2|2015-12-06 22:57:00.000|2015-12-06 23:33:48.569|2015-12-06 23:33:51.991|
1|AGUASCALIENTES|1|JESUS MARIA|479|1|B|0|2|2|389|355|363|87|99|4|137|14|5|5|1|4|2|0|5|363|732| |1| |9b41d252953a5e40253889d77725c6899185369bdad3a0b7e427b56370342061|2015-12-06 23:25:00.000|2015-12-07 00:49:35.280|2015-12-07 00:49:36.720|
1|AGUASCALIENTES|1|JESUS MARIA|479|1|C|0|2|2|372|379|380|91|112|3|134|15|4|0|1|5|1|0|14|380|732| |1| |4da6aef0c7e871adca2f8bd04da5ad4d2982a77585872b1fa1333a1683115bfd|2015-12-06 23:23:00.000|2015-12-07 00:38:13.085|2015-12-07 00:38:14.941|
1|AGUASCALIENTES|1|JESUS MARIA|479|2|C|0|2|2|391|356|360|71|106|6|144|15|3|0|2|3|0|0|10|360|731| |1| |e572bee7b401652e22b19a04f4ed4cbfe194245bf4989ad7e16786459acc06b5|2015-12-06 23:19:00.000|2015-12-07 00:22:08.469|2015-12-07 00:22:09.545|
1|AGUASCALIENTES|1|JESUS MARIA|480|1|B|0|2|2|367|281|287|78|99|1|73|15|3|0|1|4|4|0|9|287|634| |1| |a2b7a0047a32263c4d64d6219a3c68d8ea2c1c9b72519edc2af9a12ee78b0039|2015-12-06 23:23:00.000|2015-12-07 00:46:38.743|2015-12-07 00:46:41.628|
1|AGUASCALIENTES|1|JESUS MARIA|480|1|C|0|2|2|Ilegible|Ilegible|Ilegible|85|90|3|102|17|1|4|0|4|2|Sin dato|7|315|634| |1| |85196af6a58358fa772e3100f98233c3b0e7e2b986ff52152707a90d277bbf3f|2015-12-06 23:24:00.000|2015-12-07 00:47:20.873|2015-12-07 00:47:22.028|
1|AGUASCALIENTES|1|JESUS MARIA|480|2|C|0|2|2|Sin dato|Sin dato|Sin dato|88|98|5|73|17|0|1|1|3|4|0|12|302|634| |1| |000e4df6a88409b04bd36790a3c2554480bda9122763d5394f43655d3deabdf4|2015-12-06 23:19:00.000|2015-12-07 00:34:11.913|2015-12-07 00:34:15.044|
1|AGUASCALIENTES|1|JESUS MARIA|481|1|B|0|2|2|290|347|347|64|115|10|120|16|4|2|4|1|3|0|8|347|617| |1| |4b9f892231cde6e28a6ffe426a75c2d065a63f8210dab6645751526c3c02d5cd|2015-12-06 23:23:00.000|2015-12-07 00:39:22.691|2015-12-07 00:39:26.009|
1|AGUASCALIENTES|1|JESUS MARIA|481|1|C|0|2|2|325|338|338|57|107|2|114|22|2|1|5|Sin dato|7|Sin dato|7|324|616| |1| |60b74537b495a889ada1aa57f1d0c93ef8f478a911a3ed2079571d17e8e2a668|2015-12-06 23:19:00.000|2015-12-07 00:45:28.452|2015-12-07 00:45:31.521|
1|AGUASCALIENTES|1|JESUS MARIA|482|1|B|0|2|2|269|323|323|74|104|1|119|6|3|8|1|1|3|0|3|323|582| |1| |b345c61869e81e0cab38a882fb0ce28147bc3b4e79e899f8e44c3415409c85cd|2015-12-06 23:22:00.000|2015-12-07 00:40:28.323|2015-12-07 00:40:31.042|
1|AGUASCALIENTES|1|JESUS MARIA|482|1|C|0|2|2|301|0|308|44|103|1|126|16|3|2|2|2|1|1|7|308|582| |1| |6488aca7dbe35f9a520492bdbd5078711c61edf19bc818347b875f8b59a0c02c|2015-12-06 23:21:00.000|2015-12-07 00:26:55.826|2015-12-07 00:26:58.886|
1|AGUASCALIENTES|1|JESUS MARIA|482|2|C|0|2|2| | | | | | | | | | | | | | | | |582|Sin acta(3)|0| | | | | |
1|AGUASCALIENTES|1|JESUS MARIA|482|3|C|0|2|2|276|326|326|55|114|6|121|23|0|1|1|0|3|0|2|326|582| |1| |6f0003e2b6ad99745cf54a53844166876328ae9086035032f4ff0085a7f5f2d6|2015-12-06 23:22:00.000|2015-12-07 00:48:28.716|2015-12-07 00:48:31.828|
1|AGUASCALIENTES|1|JESUS MARIA|483|1|B|0|2|2|200|247|247|67|67|7|92|5|0|0|2|Sin dato|Sin dato|Sin dato|2|242|427| |1| |6207b96639241e145734c355e7495f042aa3fa8cd5e794b3ab7f63534415c876|2015-12-06 23:20:00.000|2015-12-07 00:46:04.210|2015-12-07 00:46:05.463|
1|AGUASCALIENTES|1|JESUS MARIA|483|1|C|0|2|2|214|230|232|69|85|6|52|5|0|3|2|3|1|0|6|232|426| |1| |dc76687fd14b760c795229817757a299c5a922229c133a2d540be65352d1cd3e|2015-12-06 23:21:00.000|2015-12-07 00:37:02.238|2015-12-07 00:37:05.245|
1|AGUASCALIENTES|1|JESUS MARIA|484|1|B|0|2|2|225|195|202|42|91|6|46|2|Sin dato|1|Sin dato|2|3|Sin dato|9|202|407| |1| |2c695e8de7150c09828939a7f108e5943c4fd499ab6e5a8d52041c6e39d6b368|2015-12-06 23:23:00.000|2015-12-07 00:39:10.321|2015-12-07 00:39:13.147|
1|AGUASCALIENTES|1|JESUS MARIA|484|1|C|0|2|2|219|201|207|51|82|7|46|6|0|1|0|1|5|0|8|207|406| |1| |d06c971ed22dbb26d84ae2effdbb0436e7bf34d971c4beda5e7e13d72a37ff72|2015-12-06 23:18:00.000|2015-12-07 00:34:57.468|2015-12-07 00:34:59.342|
1|AGUASCALIENTES|1|JESUS MARIA|485|1|B|0|2|2|288|320|321|59|126|8|85|26|5|1|0|3|1|0|7|321|589| |1| |8248257d943e865226f6a450e06447da0ce5c134242b4692b48f3bfd9ff781ce|2015-12-06 23:21:00.000|2015-12-07 00:49:48.195|2015-12-07 00:49:51.445|
1|AGUASCALIENTES|1|JESUS MARIA|485|1|C|0|2|2|341|266|268|55|82|6|99|12|3|0|1|0|3|0|7|268|589| |1| |7dc0edb1ed043481ddd04fd6e77b450777e9f43abc1513d9ebb4921fe1424587|2015-12-06 23:20:00.000|2015-12-07 00:42:22.720|2015-12-07 00:42:25.522|
1|AGUASCALIENTES|1|JESUS MARIA|485|2|C|0|2|2|295|310|311|35|119|13|106|20|7|2|1|Sin dato|2|Sin dato|6|311|589| |1| |6c5ce7554a9b8fc65783069b42b4ef2a7b89fe308304b7385222060285448740|2015-12-06 23:22:00.000|2015-12-07 00:48:18.397|2015-12-07 00:48:21.275|
1|AGUASCALIENTES|1|JESUS MARIA|485|3|C|0|2|2|309|299|300|59|90|9|94|37|0|2|0|0|1|0|8|300|589| |1| |98b63929a8fb9ae19758517e05fe1f3f2f8e28c8f8c71dfef10e2829b2546ce9|2015-12-06 23:21:00.000|2015-12-07 00:25:08.062|2015-12-07 00:25:11.298|
1|AGUASCALIENTES|1|JESUS MARIA|486|1|B|0|2|2|439|256|261|52|68|37|86|2|1|1|2|1|3|Sin dato|8|261|680| |1| |77d7790f5419ee53b47ba5fd00da3363dd699187fd251bdbaf3aa2f188a327b5|2015-12-06 23:24:00.000|2015-12-07 00:40:47.040|2015-12-07 00:40:50.340|
1|AGUASCALIENTES|1|JESUS MARIA|486|1|C|0|2|2|Sin dato|Sin dato|Sin dato|64|56|56|82|6|1|2|1|1|4|0|6|279|680| |1| |fbf633cde238512b4489e08637ae3fa1428b0aed496799f9caac9ff866b7a889|2015-12-06 23:23:00.000|2015-12-07 00:41:24.689|2015-12-07 00:41:27.355|
1|AGUASCALIENTES|1|JESUS MARIA|486|2|C|0|2|2|521|277|278|72|73|40|74|4|4|1|1|0|2|0|7|278|679| |1| |7816056b77bfad84e3e364553d32e1896a77ca7cab97d2548b7717a44c5f5e4b|2015-12-06 23:18:00.000|2015-12-07 00:42:52.098|2015-12-07 00:42:54.067|
1|AGUASCALIENTES|1|JESUS MARIA|488|1|B|0|2|2|100|89|92|31|28|3|6|3|1|1|5|1|5|0|8|92|172| |1| |94f7d3eeecc73777594a32cf3988ba385d3d766caf9dff88338a0fdd6239332a|2015-12-06 22:43:00.000|2015-12-06 23:20:24.164|2015-12-06 23:20:25.856|
