Name	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
CINDY-LOU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLAIRA	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	5	0	0
CLAIRE	50	56	54	57	56	56	62	88	80	98	89	85	88	77	60	87	99	81	72	76
CLARA	9	16	16	14	15	10	28	27	26	22	37	45	52	50	60	52	55	50	52	39
CLARE	9	5	8	9	9	7	10	7	7	8	0	6	8	7	8	5	0	0	0	0
CLARICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLARISSA	6	5	0	0	6	0	8	7	0	0	5	0	0	0	0	0	0	0	0	0
CLAUDETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLAUDIA	22	10	14	17	9	6	0	7	6	5	8	0	0	0	0	0	0	0	0	0
CLEMENTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	10	6	6
CLEO	0	0	0	0	0	6	0	6	0	5	0	0	5	7	0	0	8	6	9	6
CLOE	0	0	0	0	5	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0
CLOVER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	0
COCO	0	0	0	0	0	8	0	0	0	5	12	8	5	0	0	6	0	0	0	0
CODI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLBY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLETTE	0	5	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	5
COLLEEN	9	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COLLETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CONNIE	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
CONSTANCE	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5
COOPER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CORA	8	0	5	0	5	9	5	11	9	16	15	27	21	25	17	19	16	23	17	17
CORAL	5	0	0	8	5	0	5	0	0	6	0	5	0	0	0	0	0	5	0	0
CORALEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORALIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORALINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
CORDELIA	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	5	5	0	0
COREEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COREY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORINNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORINNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORNELIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORRY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORTNEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CORY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COURTENAY	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COURTENEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COURTNAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COURTNEY	55	36	28	29	20	16	11	13	16	9	6	0	0	8	0	0	0	0	0	0
CRISTIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISTINA	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISTINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYSTAL	27	20	17	14	6	6	10	15	10	12	10	0	8	0	6	7	0	0	0	0
CYDNEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYNTHIA	11	8	14	10	13	10	11	15	11	7	10	15	11	5	16	9	5	14	10	12
CYPRESS	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0
DAHLIA	0	0	0	0	0	0	0	0	8	5	5	10	0	9	14	6	9	7	0	0
DAINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAISY	12	7	9	6	7	16	7	13	11	11	10	9	13	8	12	14	20	14	16	15
DAKOTA	11	10	18	12	15	26	21	23	15	15	13	8	0	6	15	7	0	7	5	0
DALE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DALIA	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
DALLAS	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
DANA	14	10	5	11	8	17	0	6	5	0	7	8	0	0	0	6	0	7	0	7
DANAE	5	9	0	0	6	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0
DANELLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DANETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DANI	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	7	0	0	0	0
DANIA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
DANICA	14	17	16	15	21	24	46	46	30	42	24	24	15	13	15	16	9	9	10	8
DANIELA	11	8	0	7	6	5	6	9	7	0	7	7	0	6	5	8	0	0	6	11
DANIELLA	6	8	8	6	13	9	0	13	8	10	5	8	8	13	7	8	13	5	7	12
DANIELLE	57	53	53	49	40	43	36	33	26	25	15	8	21	13	12	0	7	16	10	13
DANIKA	17	18	28	14	20	22	33	24	30	34	30	11	21	17	11	12	18	10	11	0
DANNIELLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DANYA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAPHNE	6	9	8	0	7	0	6	7	11	8	10	11	9	10	10	12	10	17	17	12
DARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARBY	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
DARCI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARCIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARCY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARIA	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
DARIAN	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARLEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARLENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARLINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARLYNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARRAH	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARYA	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
DARYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DASHA	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
DAVINA	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAWN	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAWNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAWNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAYA	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	6	5	0	6	8
DAYLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAYNA	7	15	5	6	5	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DEANA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEANNA	14	10	9	0	5	6	0	5	0	9	0	0	0	0	0	5	0	0	0	0
DEANNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBBIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBBRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBBY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBORAH	7	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBORRAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEBRAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEENA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEIDRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEIDRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEIRDRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DELANEY	12	12	14	9	12	8	6	6	0	8	0	6	6	0	7	0	5	0	6	6
DELILAH	0	0	0	0	0	0	0	0	12	7	8	14	14	13	9	15	18	12	12	12
DELLA	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	5	0	6
DELORES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEMI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
DENA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENICE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENISE	0	6	5	10	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
DENNISE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DESARAE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DESIRAE	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DESIREE	10	12	14	13	7	8	6	8	7	7	0	5	0	0	0	0	0	0	0	0
DESTINEE	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DESTINY	20	37	19	19	22	20	20	17	23	16	14	11	15	7	7	8	5	6	6	6
DEVAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEVIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEVON	9	10	0	7	8	6	9	7	5	0	0	0	0	0	0	5	0	0	0	0
DEVYN	0	5	7	0	0	5	10	8	6	5	9	6	6	0	6	0	0	7	0	0
DIANA	5	14	9	7	6	7	9	9	7	9	8	7	12	10	7	11	16	20	12	11
DIANE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIANNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIANNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DILNOOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
DILPREET	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DINA	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
DINAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIONE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIONNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIVYA	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
DIXIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIYA	0	0	0	6	12	11	14	12	12	9	14	5	12	9	5	0	5	5	6	0
DOLORES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOMINIQUE	0	12	6	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DONA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DONALDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DONNA	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DONYA	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
DORA	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
DOREEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DORENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DORIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
DOROTHEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DOROTHY	0	0	7	0	6	0	0	0	0	7	0	0	0	5	7	0	5	8	10	15
DORREEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DORTHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DREW	0	0	0	5	7	0	0	6	0	0	6	0	5	0	6	0	0	0	0	0
DYLAN	0	0	0	14	0	9	7	7	7	0	7	5	14	5	9	0	14	14	9	7
EBONY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDEN	10	17	15	19	16	25	14	33	25	38	24	21	22	31	18	26	30	22	18	16
EDIE	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8
EDITH	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	11	7	11	16	10
EDNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFFIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIKO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EILA	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
EILEEN	5	8	0	5	5	0	0	0	0	0	0	0	0	6	6	0	8	7	6	6
EILIDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
EILISH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EISHA	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EKAM	0	0	0	0	0	0	0	0	0	0	5	7	0	5	10	0	0	0	5	7
EKNOOR	0	0	0	0	0	0	6	0	0	0	0	6	5	10	0	0	0	0	6	0
ELAINA	0	0	0	0	0	0	0	0	0	6	5	10	6	14	6	10	7	10	16	11
ELAINE	7	0	9	6	5	8	14	0	8	0	7	11	8	6	5	7	7	11	10	7
ELANA	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8
ELEANOR	8	0	0	6	7	0	6	10	10	10	16	25	28	35	37	43	44	45	53	67
ELEANORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ELEANORE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELENA	13	12	16	8	16	11	19	15	11	24	21	23	21	30	38	32	35	42	38	37
ELENI	0	0	0	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ELIANA	0	0	8	0	0	10	9	10	13	15	11	19	12	20	24	25	27	28	30	26
ELIANNA	0	0	0	0	0	0	0	0	0	0	5	6	5	0	0	0	0	0	5	0
ELICIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	0	0	0
ELINA	0	0	0	0	0	6	5	9	0	0	6	5	9	6	10	0	8	8	9	7
ELINOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELISA	5	5	6	8	0	6	0	9	6	6	5	0	0	5	0	7	5	0	5	12
ELISABETH	6	8	7	6	7	9	8	6	8	0	0	9	5	12	8	8	5	5	0	0
ELISE	10	15	28	27	23	18	32	22	15	21	29	34	39	36	31	48	41	34	39	21
ELISHA	5	7	6	0	10	8	0	7	0	7	5	7	12	0	7	7	6	9	12	6
ELISSA	0	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	6
ELIZA	5	9	0	5	5	6	9	6	6	6	13	12	12	12	17	16	14	23	14	25
ELIZABETH	81	94	89	101	71	94	81	88	101	99	67	97	85	106	68	103	97	96	99	91
ELIZEBETH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELLA	27	38	71	124	155	154	156	180	142	146	211	148	175	151	132	133	129	110	103	122
ELLE	0	0	6	9	7	7	14	7	8	11	14	12	13	13	8	12	14	6	6	12
ELLEN	11	8	9	0	0	11	0	5	0	6	0	9	5	6	0	7	5	5	0	7
ELLERY	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0
ELLIA	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0
ELLIANA	0	0	0	0	0	0	0	0	0	0	5	0	6	8	10	13	9	5	12	24
ELLIANNA	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
ELLIE	0	7	12	11	8	12	16	18	17	26	31	26	32	49	57	65	67	85	51	87
ELLIOT	0	0	0	0	0	0	0	0	0	5	0	0	5	0	5	7	5	12	7	6
ELLIOTT	0	0	0	0	0	0	0	0	0	0	6	0	5	5	5	5	5	9	7	8
ELLIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0
ELLORA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ELLY	0	0	0	5	0	0	0	0	0	0	0	0	6	5	0	5	6	0	0	0
ELODIE	0	0	0	0	0	0	0	0	0	0	0	8	0	5	12	8	9	9	9	11
ELOISE	0	0	0	0	0	0	0	0	0	0	7	13	25	14	8	19	17	16	18	19
ELORA	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	12	9	10	5
ELOWEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6
ELOWYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ELSA	0	0	0	9	0	8	6	5	0	7	8	6	12	17	27	16	15	13	12	16
ELSIE	0	0	0	0	0	6	0	0	0	7	0	5	10	10	16	14	10	7	22	15
ELVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELYSE	0	0	0	5	10	8	9	11	9	10	6	8	8	7	13	8	11	10	6	13
ELYSIA	0	6	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ELYSSA	5	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
EMBER	0	0	0	0	5	5	0	0	0	8	7	9	9	10	8	15	11	19	28	33
EMBERLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	5
EMELIA	0	0	0	0	0	6	0	5	5	0	0	5	10	7	5	7	5	12	9	15
EMERALD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMERIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	5	0
EMERSON	0	0	0	9	0	11	10	12	11	7	10	6	10	20	10	14	5	7	17	18
EMERSYN	0	0	0	0	0	0	0	7	0	0	5	0	6	7	7	7	12	18	15	21
EMERY	0	0	0	0	0	0	0	0	0	9	6	17	5	12	23	26	20	22	26	22
EMI	0	0	0	0	8	0	0	0	0	0	0	6	0	0	0	5	0	7	0	0
EMIKO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMILEE	8	5	0	0	0	6	0	5	0	0	0	0	7	5	0	5	0	0	0	0
EMILIA	0	0	9	7	8	15	13	13	9	15	17	9	31	22	26	38	54	48	74	87
EMILIE	14	15	12	11	16	14	8	9	7	5	11	6	6	9	7	7	11	8	8	7
EMILY	359	313	307	303	251	239	236	232	227	201	186	182	198	192	181	183	156	170	133	115
EMMA	241	236	262	351	287	249	250	202	230	229	213	258	266	249	242	258	220	231	223	167
EMMA-LEE	0	0	0	6	0	0	6	0	9	0	0	6	0	0	0	0	0	0	0	0
EMMALEE	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
EMMALYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
EMME	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0
EMMELINE	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	7	0	0	0	8
EMMERSON	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0
EMMIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	8	6
EMMY	0	0	0	0	5	0	0	0	0	0	0	0	5	0	7	9	6	14	13	14
ENID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICA	30	19	24	22	22	19	22	17	12	19	14	13	14	5	7	8	11	9	5	7
ERICKA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERIKA	29	31	17	18	29	24	21	21	20	14	11	14	14	11	11	8	7	9	8	0
ERIN	48	54	48	49	34	26	38	25	23	13	17	21	7	5	11	16	17	18	5	6
ERNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERYN	0	5	0	0	5	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ESHA	0	7	21	7	11	8	6	8	9	0	5	0	0	5	0	0	0	0	0	0
ESMAE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0
ESME	0	0	0	0	0	0	0	7	0	10	9	0	8	13	5	11	7	10	12	11
ESMÉ	0	0	0	0	0	0	0	0	5	8	5	5	8	0	6	0	0	5	5	8
ESTELLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ESTELLE	0	0	0	0	5	0	0	0	6	6	0	5	8	0	5	8	11	9	0	10
ESTHER	11	11	10	13	16	19	14	12	14	12	12	12	11	15	12	14	23	17	19	15
ETHEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETSUKO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETTA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
EUNICE	0	0	8	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	5
EVA	18	14	16	19	19	39	41	47	48	57	57	48	55	53	57	67	53	47	66	59
EVALYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
EVANGELINE	0	0	0	0	0	8	12	25	18	24	22	23	20	25	16	30	18	9	27	16
EVE	11	9	9	9	12	9	11	11	9	15	9	13	13	12	13	10	8	19	16	13
EVELEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
EVELINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
EVELYN	6	7	14	20	26	14	24	34	26	44	46	60	68	71	104	100	139	110	115	122
EVELYNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVELYNN	0	0	0	0	0	0	0	0	0	0	0	0	6	6	8	0	9	0	13	0
EVER	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	6	0	5	0
EVERLEE	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	0	6	5	10
EVERLEIGH	0	0	0	0	0	0	0	0	0	0	11	7	7	8	13	14	9	13	19	20
EVERLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	8	9	6	10	5
EVERLY	0	0	0	0	0	0	0	0	0	0	0	0	8	16	48	51	65	64	77	56
EVIE	0	0	0	0	0	0	0	0	0	7	0	9	10	8	9	11	7	22	14	15
EZRA	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0
FAITH	42	44	45	56	41	51	42	33	41	41	28	32	41	24	23	15	27	22	13	16
FALLON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANNY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARAH	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARRAH	0	0	0	0	0	0	5	6	0	0	11	9	14	8	11	9	0	0	7	0
FATIMA	10	9	6	5	5	0	6	5	5	11	9	7	0	8	13	9	0	0	8	7
FAWN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAYE	0	0	0	5	0	5	0	0	6	0	5	0	0	7	6	7	10	7	6	6
FELICIA	0	12	0	5	0	7	8	7	7	10	5	6	0	0	0	6	0	0	0	0
FELICITY	0	9	0	0	0	0	5	5	8	5	8	5	0	0	13	13	5	10	11	16
FERN	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	0	0	7
FERNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FINLEY	0	0	0	0	0	0	0	0	0	5	0	5	9	11	13	11	25	15	12	11
FIONA	17	26	24	24	15	20	27	20	32	25	19	26	32	31	22	33	22	31	21	28
FLORA	0	9	7	6	6	0	0	0	8	5	0	0	0	0	10	8	9	7	5	8
FLORANCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FLORENCE	0	0	0	0	0	0	0	0	0	5	0	0	9	0	5	9	8	12	19	16
FRANCA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANCES	7	0	8	7	8	9	8	10	5	7	6	11	9	6	18	6	21	22	18	21
FRANCESCA	9	6	0	8	6	7	6	9	8	6	6	14	7	8	10	8	7	10	13	9
FRANCINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANCIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRANKIE	0	0	0	0	0	0	0	0	5	0	0	7	5	6	6	8	9	9	19	13
