Name	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
AVEERA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
AVELINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
AVELYN	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
AVEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0
AVERI	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AVERIE	0	0	0	0	0	0	0	0	0	0	5	5	12	8	8	12	9	6	6	9
AVERY	28	20	32	43	55	51	63	72	91	104	104	104	138	126	113	104	108	101	104	103
AVIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
AVIANA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0
AVIANNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
AVLEEN	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	11	8	6	12	12
AVNEET	19	19	16	14	16	18	14	16	22	11	19	13	17	12	16	7	12	8	8	6
AVNOOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	7
AVREEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	7	5
AVREET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	7	0
AVRIL	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	7
AYA	0	0	0	0	0	0	7	9	10	0	7	6	8	8	5	0	8	7	0	8
AYAKO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AYANA	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	5
AYANNA	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AYDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
AYDEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AYESHA	0	0	6	0	9	8	0	5	0	0	0	0	0	0	0	5	6	0	0	6
AYLA	0	5	12	10	6	17	25	26	32	26	37	27	46	39	45	52	35	45	46	58
AYNSLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AYSHA	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AYVA	0	0	0	0	0	0	0	7	0	0	6	0	0	7	13	5	0	6	7	5
AZALEA	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	12	8	0	5	7
BAANI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	15
BAILEE	7	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BAILEY	32	31	27	24	10	19	19	18	26	25	20	21	21	18	27	17	22	14	14	10
BALJINDER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BALJIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BANI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	10	8
BARBARA	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARBARA-ANN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BARBRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAYLEE	5	0	0	0	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
BEATRICE	7	0	5	0	0	7	0	0	7	8	10	6	11	13	15	13	13	14	10	11
BEATRIX	0	0	0	0	0	0	0	0	0	0	0	5	8	6	0	6	0	5	12	9
BECKY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BELINDA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BELLA	0	8	8	10	10	12	11	15	23	45	35	44	29	26	28	33	40	37	38	29
BELLE	0	5	0	0	5	0	0	0	5	7	0	5	0	6	0	5	0	6	0	8
BENITA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BENTLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
BERNADETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
BERNADINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BERNICE	0	8	0	6	0	0	7	7	10	6	5	5	0	0	0	0	0	0	0	5
BERTHA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BERYL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BESSIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BETH	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
BETHANY	22	21	21	16	17	13	21	18	6	12	12	13	12	10	11	13	10	7	12	10
BETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BETTINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BETTY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5
BETTY-LOU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEULAH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEVERLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEVERLY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BEXLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
BIANCA	13	19	15	12	18	19	17	25	17	16	14	19	17	13	12	13	15	12	6	19
BILLIE	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10
BIRGIT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLAIR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	7	9
BLAIRE	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	8	5	10	7	8
BLAKE	0	0	0	0	0	0	0	0	0	0	0	6	10	9	15	23	35	30	31	37
BLAKELY	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	10	6	13	9	15
BLANCHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BLAYKE	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
BLYTHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
BOBBI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOBBI-JO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOBBIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BONITA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BONNIE	10	0	0	0	0	0	6	0	0	0	0	5	5	5	8	0	0	0	0	5
BONNY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BOWIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7
BRAELYN	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	6	0	8	0
BRAELYNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
BRANDEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANDI	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANDIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRANDY	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BREA	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0
BREANN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BREANNA	33	43	27	33	30	28	26	21	16	17	16	14	7	16	5	12	0	0	7	5
BREANNE	9	12	7	7	9	5	8	0	0	0	0	0	0	0	0	0	0	0	0	0
BREE	0	0	0	0	5	0	8	5	0	0	0	5	8	6	0	0	0	0	0	0
BRENDA	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRENDA-LEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRENNA	12	12	11	11	12	7	8	9	7	0	10	7	0	7	5	5	0	0	0	0
BRETT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIA	0	6	0	0	0	0	0	0	0	0	0	6	6	9	13	0	8	6	5	10
BRIANA	13	9	0	9	5	0	8	6	0	0	0	0	0	0	0	0	0	5	0	0
BRIANNA	65	76	60	52	44	54	42	49	40	34	25	32	23	17	21	18	13	11	16	13
BRIANNE	19	10	6	7	7	8	5	0	5	0	0	0	6	7	0	0	0	0	0	0
BRIAR	0	0	0	0	0	0	0	0	0	7	0	0	7	7	5	7	13	14	10	10
BRIDGET	7	6	15	9	8	12	9	9	0	0	8	0	0	0	7	10	10	0	9	6
BRIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIEANNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIEANNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIELLA	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	6	0	9	7	9
BRIELLE	5	6	5	6	16	10	11	12	21	26	20	42	35	33	45	35	37	37	31	38
BRIGETTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRIGITTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRINLEY	0	0	0	0	0	0	0	0	0	0	0	0	5	7	10	10	14	16	15	12
BRITANY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITNEY	21	12	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTANEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTANI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTANIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTANY	28	21	7	10	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTNEY	21	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTNI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRITTNY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONWEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRONWYN	10	9	7	6	0	6	8	10	5	11	10	12	7	0	8	5	10	8	5	0
BROOK	0	0	0	0	7	0	8	0	0	5	0	5	0	0	0	0	0	0	0	0
BROOKE	38	64	53	70	54	52	67	64	72	57	44	40	32	39	28	27	36	27	32	26
BROOKE-LYNN	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
BROOKLYN	49	59	38	70	82	74	99	96	122	102	114	112	115	100	81	94	72	75	62	68
BROOKLYNN	9	10	8	14	14	19	30	34	20	30	36	24	30	19	29	25	16	9	9	10
BROOKLYNNE	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
BRYANNA	9	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRYANNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRYN	10	0	5	5	0	6	7	5	0	0	0	8	10	5	0	0	0	0	0	0
BRYNLEE	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	11	16	18	12	16
BRYNLEIGH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
BRYNLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0
BRYNN	12	10	17	15	13	12	17	10	12	16	17	27	23	23	26	17	22	22	22	18
BRYNNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
BRYNNE	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
BUFFY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADENCE	0	0	6	10	37	18	22	32	28	17	16	23	15	22	7	15	25	12	9	9
CAILIN	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAILYN	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0
CAITLIN	54	56	42	34	38	37	24	34	16	16	17	14	11	9	12	10	0	8	6	5
CAITLYN	33	24	25	36	28	24	28	27	31	20	16	10	16	12	8	12	7	0	13	0
CAITLYNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALEIGH	0	0	5	7	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0
CALEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALI	0	0	0	0	5	6	0	7	11	12	11	18	13	15	17	17	10	13	14	17
CALISTA	5	5	5	0	0	0	5	0	0	0	9	0	0	0	5	0	7	0	0	0
CALLA	5	5	0	5	0	0	8	6	8	6	6	8	9	8	5	5	7	5	8	0
CALLEIGH	0	0	0	0	0	0	0	9	0	9	0	5	0	0	0	0	0	0	0	0
CALLI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALLIA	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
CALLIE	0	9	0	5	9	10	11	15	17	17	18	22	23	19	19	23	22	25	24	14
CALLISTA	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMERON	6	10	0	9	0	7	5	9	10	6	6	0	0	6	6	0	0	0	0	9
CAMILA	0	0	0	5	0	0	0	0	7	8	9	7	13	12	14	0	13	14	12	8
CAMILLA	0	0	0	0	0	5	0	0	0	5	5	7	0	0	10	6	8	8	10	15
CAMILLE	15	8	11	10	12	13	5	0	5	9	7	15	8	13	8	9	12	6	12	13
CAMRYN	22	27	23	20	19	19	24	14	24	15	13	11	8	9	8	5	6	10	8	8
CANDACE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANDICE	0	0	0	0	5	0	0	5	0	0	0	5	0	6	6	0	6	8	0	5
CANDIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CANDY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPRI	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0
CARA	11	8	0	7	6	0	8	5	17	17	9	17	11	11	14	7	12	7	10	8
CAREN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAREY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARINA	0	5	0	0	6	7	5	0	0	9	8	0	7	0	6	0	8	9	5	0
CARIS	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0
CARISSA	11	12	7	10	7	0	0	5	5	0	5	0	0	6	0	0	0	0	0	0
CARLA	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
CARLEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLEIGH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLENE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLEY	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLIE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLING	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARLY	25	13	11	10	20	8	12	8	9	0	7	8	9	13	0	6	7	5	6	5
CARMEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARMELA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARMEN	23	23	23	26	22	19	14	16	12	16	12	6	9	13	16	5	10	5	7	11
CAROL	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROL-ANN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLINE	14	12	6	9	11	10	14	0	8	7	6	10	9	8	15	13	12	14	8	6
CAROLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLYN	0	11	7	0	6	6	0	0	0	0	0	0	0	0	5	0	0	0	0	5
CAROLYNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLYNN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAROLYNNE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARRIE	7	7	5	0	5	0	5	7	7	0	6	0	0	0	0	0	5	0	0	0
CARRIE-ANN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARROL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARROLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARSON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARTER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
CARYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARYS	0	0	0	0	10	8	15	13	11	15	17	13	11	11	7	8	6	0	5	0
CASANDRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASEY	13	14	10	7	7	10	7	8	5	6	0	7	6	8	5	7	12	7	8	0
CASSANDRA	43	46	41	41	23	27	29	25	26	18	12	18	12	12	12	14	23	13	17	13
CASSIA	0	0	0	5	0	0	0	0	0	0	0	5	0	5	6	0	0	7	9	7
CASSIDY	66	66	54	45	45	30	28	26	27	21	28	18	17	20	13	18	15	13	13	10
CASSIE	5	0	5	5	0	7	0	0	6	0	7	6	7	0	0	0	8	5	5	5
CATALEYA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0
CATALINA	0	0	0	0	0	5	0	0	0	0	0	0	0	6	8	8	8	5	5	0
CATE	0	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
CATERINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHARINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHARINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHERINE	39	42	29	25	26	21	28	23	20	18	19	24	19	21	23	19	25	20	12	20
CATHIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHLEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHRINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHRYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATHY	9	5	5	5	0	6	8	0	0	0	5	0	0	0	0	0	0	0	0	0
CATRINA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CATRIONA	5	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAYDENCE	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
CAYLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAYLEE	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0
CAYLEIGH	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
CAYLEY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEARA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECELIA	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	9	0
CECILE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CECILIA	0	8	7	7	0	6	7	5	10	8	0	8	14	14	19	16	13	12	13	11
CECILY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0
CEDAR	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	5	6	8
CELESTE	0	9	5	9	7	13	0	0	5	5	9	6	8	10	9	6	17	9	9	12
CELIA	6	6	0	6	0	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0
CELINA	11	11	10	7	6	7	6	5	9	0	6	11	0	5	5	5	5	9	0	7
CELINE	11	5	8	8	7	0	5	0	6	0	0	8	0	7	9	17	8	16	20	16
CHANDRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHANEL	0	8	7	0	0	7	8	7	0	11	0	6	6	8	9	0	0	7	0	0
CHANELLE	5	5	0	0	5	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0
CHANTAL	17	12	12	10	7	6	8	0	6	0	0	0	0	0	0	0	0	0	0	0
CHANTALE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHANTEL	16	13	9	10	6	6	0	0	6	7	0	0	0	0	0	0	0	0	0	0
CHANTELL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHANTELLE	5	10	12	10	13	7	9	6	7	5	0	5	0	0	5	0	5	0	0	6
CHARIS	0	0	5	0	0	0	0	0	6	0	0	5	0	0	5	0	0	0	0	0
CHARISSA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHARISSE	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CHARITY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHARLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHARLEE	0	0	0	0	6	0	0	10	8	5	12	8	10	12	6	11	18	16	9	7
CHARLEEN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHARLEIGH	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	8	0	7	0	9
CHARLENE	9	0	7	5	5	7	6	0	0	7	5	0	8	6	0	0	0	0	6	0
CHARLEY	0	0	0	0	0	0	5	6	5	8	6	8	5	0	9	0	8	5	8	6
CHARLI	0	0	0	0	0	0	5	0	0	0	0	0	6	0	6	0	6	0	0	0
CHARLIE	5	0	0	5	9	7	9	12	13	20	19	17	27	29	36	27	51	34	48	32
CHARLISE	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
CHARLIZE	0	7	7	0	15	5	8	0	8	10	7	5	8	0	10	6	8	7	7	6
CHARLOTTE	34	33	47	41	42	52	72	67	69	107	110	113	123	151	159	155	194	178	171	176
CHARMAINE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHELSEA	59	32	31	31	33	30	21	26	17	25	30	24	19	17	24	23	20	15	14	9
CHELSEY	9	5	0	7	5	0	6	0	5	5	6	0	0	0	0	0	0	0	0	0
CHELSIE	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHELSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERIE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERISE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERISH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERYL	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
CHERYL-ANN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHERYLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEYANNE	5	9	0	0	7	8	12	8	0	5	7	5	0	0	0	0	0	0	0	0
CHEYENNE	11	16	13	15	18	17	21	15	19	8	5	11	0	8	0	5	5	0	0	0
CHIARA	0	0	6	8	7	10	12	0	8	0	6	6	0	8	0	6	0	0	10	5
CHIYO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHIZUKO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHLOE	94	95	108	103	94	108	132	132	162	185	175	187	144	153	175	159	165	159	160	137
CHLOÉ	0	0	9	6	7	6	7	13	10	5	5	13	5	5	5	6	5	8	8	5
CHLOË	0	0	6	7	0	9	7	11	0	0	7	0	0	0	0	0	0	0	0	0
CHRISSY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTA	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTEL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTIANA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTIE	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRISTINA	47	42	40	32	32	21	26	22	15	33	15	8	16	17	14	13	12	8	12	5
CHRISTINE	28	21	25	10	16	16	18	11	12	14	8	10	9	6	6	8	13	0	6	6
CHRISTY	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRYSTAL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIANNA	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0
CIARA	7	13	10	9	7	23	31	20	21	16	18	14	10	12	14	7	8	8	5	0
CIENNA	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0
CIERA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIERRA	0	0	6	10	9	6	5	6	8	0	0	0	5	0	0	0	0	0	0	0
CINDY	21	14	14	14	12	12	12	7	0	0	5	0	5	0	5	0	0	0	7	0
